id,code,email,phone,fax,show_contact_details_to_public
"5363bcd8-2b13-4c42-b8e0-11555fcb696d","BEA12","info.rechtsdienst@vol.be.ch","+41316335841","+41316335855","FALSE"
"0e822154-d006-4871-8891-20bbe611a1a4","BEA15","info.rav@vol.be.ch","+41316335850",,"FALSE"
"70898f9d-9544-442d-a6d9-bb58b6fd6336","BEAV1",,"+41316361322",,"FALSE"
"a969218f-d949-4549-a457-96d8a609ba74","BEAV2",,"+41316361322",,"FALSE"
"3eba48a9-20cc-41ef-aa55-c04c5bc41fcc","AGAH0","caroline.steinmann@ag.ch","+41628351680","+41628351729","FALSE"
"299157ef-cc16-41a6-9b55-19dff2b44210","AGAA1","rav.zofingen@ag.ch","+41627450580","+41627450575","FALSE"
"1680d698-2b3e-4992-9e8b-193e04b84ccc","AGA91","rav.rheinfelden@ag.ch","+41618369444","+41618369448","FALSE"
"e1d849ca-b87b-4244-a7eb-b9cbf04c8fc9","AGA81","rav.wohlen@ag.ch","+41566195080","+41566195088","FALSE"
"b3c1f934-e5aa-4839-88e4-0a66e1489c5a","AGA71",,"+41564609040","+41564609048","FALSE"
"c6bc270f-ae88-4744-935c-39e076fff4a6","AGA41","rav.baden@ag.ch","+41562000101","+41562000100","FALSE"
"27b81424-865b-4476-9a23-e81ac5040558","AGA31","rav.suhr@ag.ch","+41628550202","+41628550200","FALSE"
"bd1b8684-08ec-44b4-bbaa-8e5b563a524c","AGA11","urs.keller@ag.ch","+41628351680","+41628351729","FALSE"
"57ef0d96-7c9d-470b-8bc0-f2d375eaea93","AGA22","urs.schmid@ag.ch","+41628351680","+416288351729","FALSE"
"fd54224b-e9ee-4b7f-b7c4-e35f2b567d9c","AGAI0","lam.leitung@ag.ch","+41628351680","+41628351729","FALSE"
"272ee05a-c4c8-4639-ad89-88a625dcfe6b","SHA21","rav@ktsh.ch","+41526327024","+41526327023","FALSE"
"cc9fa517-273a-425d-a600-d873ea7f0a35","TGA90",,,,"FALSE"
"39ad9e7d-892a-4e2d-a21b-304e55e2642d","ZHA17","ursula.richrath@vd.zh.ch","+41432592654","+41432595127","FALSE"
"ed058355-77bc-4ee7-8616-b241445eb5bc","ZHA18","ursula.richrath@vd.zh.ch","+41432592654","+41432595127","FALSE"
"116cbcd7-358f-4e36-89ff-56bddba1e769","ZHA19","ursula.richrath@vd.zh.ch","+41432592654","+41432595127","FALSE"
"e38a9b0b-6505-48ce-8859-644008fa1874","GEAO0","christian.ducret@etat.ge.ch","+41225463726","+41225469700","FALSE"
"158e7d0a-4dae-4640-9ee7-881ec02d8522","ZHA21","ursula.richrath@vd.zh.ch","+41432592654","+41432595127","FALSE"
"84efc171-69fe-4ef6-836c-f61ad8c414de","CHA50","tcrd@seco.admin.ch","+41584622991",,"FALSE"
"cf670b1a-06e1-4032-b1e7-cdae816e9113","GEAP0","se@etat.ge.ch","+41223881018","+41225469700","FALSE"
"15d62589-213a-4b1e-895f-1aab352e0f30","BLS00",,,,"FALSE"
"22b2daae-47d5-4d69-a4fd-170c480be95b","SGS00",,,,"FALSE"
"b722639c-7bd9-4815-9450-f58582ac84a5","SGS01",,,,"FALSE"
"0b47f32d-95b3-45c2-aa5e-65f35f2abfcb","SGS04",,,,"FALSE"
"26e5ff7d-892a-4281-8f72-df54d4ea46b7","SGS05",,,,"FALSE"
"93a1357a-0bd7-4564-a2f7-acf5854c218b","AGS00",,"+41628360580",,"FALSE"
"1707c435-e77d-48bf-8ae8-ac27e6605642","SGS06",,,,"FALSE"
"f7df3c27-97eb-4d2b-9c32-6305ebf15130","SGS07",,,,"FALSE"
"31afdaea-e9ba-4fd4-a3f0-9a2100464801","BSA71","reto.frey@bs.ch","+41612675091","+41612675080","FALSE"
"174c5b10-0f9d-4c35-984a-c7dac30f3ed1","JUS00","jean-marc.veya@jura.ch","+41324205142","+41324205141","FALSE"
"892c6f87-8f99-493d-ba7a-a60c678b2831","AGAJ0","pfortearbeitsmarkt@ag.ch","+41627659595","+41627659596","FALSE"
"ec172397-2dd2-434d-9fb0-fdc688498e1c","AGAJ1",,,,"FALSE"
"29bc23b7-4c75-4bf8-acee-7cb7abf53bc7","GEA09","valerie.riccardi@etat.ge.ch","+41225463666","+41225469700","FALSE"
"7a294014-8dcf-4068-813e-1cb4ca4a7456","TIS00","dss-ussi@ti.ch","+41918147051","+41918147019","FALSE"
"39f52f7e-7ae5-49bc-9c06-0f6669524116","NEA25","orpvdt@ne.ch","+41328896150","+41328896159","FALSE"
"39dbbc0a-35ef-459d-bf27-aad9c38a17e2","VDS00","olivier.guex@aras.vd.ch","+41216327720","+41216327798","FALSE"
"11e613c2-e34a-45af-84b7-18b2fc0965ad","BES00","andreas.vonwartburg@nidau.ch","+41323329450","+41323329459","FALSE"
"54096fc0-46aa-4d1d-9a4f-e60e425586d9","ZHS00","armin.manser@stadt-uster.ch","+41449447351","+41449416127","FALSE"
"5a16da9b-fa86-4739-9dcd-52b789358124","ZHS01","johannes.felber@dietikon.ch","+41447443683",,"FALSE"
"5ebc1502-ecc0-432c-8de1-2057b1ccec10","BES01","sozialdienst@saanen.ch","+41337489270","+41337489275","FALSE"
"b20092e4-5199-43b2-a8f2-eb0eabbff5a5","ZHS02",,"+41432592456",,"FALSE"
"eb3f3dd0-07f3-48cc-b389-1e57923d030c","SGA12","info.vdawa@sg.ch","+41582293547","+41582294740","FALSE"
"294b0c23-dc73-456c-80dc-055b1312301e","VDS01","csr.bex@vd.ch","+41245572727","+41245572728","FALSE"
"63744111-3c08-4708-9d02-974fd929f883","VDS02","csr.broye-vully@vd.ch","+41265573050","+41265573059","FALSE"
"c9ac32a0-9017-49f1-971f-04ea326a0021","VDS03","alain.perreten@aras.vd.ch","+41215578400","+41215578401","FALSE"
"212e6d7e-92db-4d86-9975-eaf50d157475","VDS04","claude.borgeaud@aras.vd.ch","+41244236900","+41244236903","FALSE"
"c45865ac-0341-480c-80bc-5a723808f896","VDS05","antoine.steiner@aras.vd.ch","+41223657700","+41223657739","FALSE"
"6000dfdb-121b-4909-9a28-24a363e9e9c7","VDS06","csr@morges.ch","+41218049898","+41218049805","FALSE"
"26f57afa-6991-49b2-8817-948fa3d8d40b","VDS07","csr@prilly.ch","+41213165257","+41213165155","FALSE"
"c91a7b03-0bb8-4f10-8b8f-db4e28bc1d32","VDS08","csrriviera@aras.vd.ch","+41219627860","+41219627840","FALSE"
"8f00aa5e-0d6f-4e80-94f0-90acae55aca5","VDS09","ssl@lausanne.ch","+41213151111","+41213157039","FALSE"
"ddb9d260-ca38-4a01-97db-57deab9de681","VDS11","karin.crottaz@vd.ch","+41213160386","+41213160381","FALSE"
"a59f7a2c-37f4-4b37-a1f6-cf1f51738f7a","VDS12","jean-francois.perregaux@fvp.vd.ch","+41213214800","+41213214801","FALSE"
"bca425b0-fb34-4615-8458-51be7185f012","CHA40","swissemigration@eda.admin.ch","+41313222903","+41313227866","FALSE"
"a238a34d-4fb5-4580-866c-b34e181726cd","SZS00","erich.rickenbacher@sz.ch","+41418191623","+41418191629","FALSE"
"27127096-e295-46fd-995e-fd07821b87b3","GEA05",,"+41223884400","+41223884470","FALSE"
"54d3682b-3401-407b-a3cd-f849041df690","TIS01","dss-ussi.inserimentoafi-api@ti.ch","+41918147051","+41918144743","FALSE"
"b7c2946b-4f6b-413d-844f-a7e8ddc69b6c","SGS08","silvia.hilber@au.ch","+41717470240",,"FALSE"
"cb0844c3-512e-4ce2-8954-f66910d36b81","TIS02","servizio.pc@ias.ti.ch","+41918219111","+41918219299","FALSE"
"5e1877ef-a260-429b-82fb-534cd302164c","BES03","kompetenzzentrum-arbeit@bern.ch","+41313216272",,"FALSE"
"541a78b7-1416-49e3-a3ee-3905da202391","BSA42","josef.birchler@bs.ch","+41612678762",,"FALSE"
"b842c82f-844b-4aed-be0c-3e944a186b3a","BSA82","jobroom.rav@bs.ch","+41612675033","+41612675052","FALSE"
"aa3af9a2-1d9b-4c61-af3c-e2adafde3d76","BSA72","reto.frey@bs.ch","+41612675091","+41612675080","FALSE"
"98166388-d06e-4094-bdb4-6c82886b9f09","ZHS03",,"+41433361080",,"FALSE"
"bc495378-03a4-4b4e-8d91-75a75cd8205a","AGA32","rav.suhr@ag.ch","+41628550202","+41628550200","FALSE"
"1da2e340-45e9-4dde-97fe-de0b670f8990","LUA25",,"+41412283280","+41412283290","FALSE"
"fa4d6209-afb5-4db8-b9c2-d69a9c00ef28","GES01","srp@hospicegeneral.ch","+41224205858","+41224205859","FALSE"
"0ca55353-9b83-4b96-8944-65425128e158","GEHG0","valerie.riccardi@etat.ge.ch","+41225463390",,"FALSE"
"2c6f6ad8-a1af-47ad-a7be-eedc8742eeac","AGA72","rav.brugg@ag.ch","+41564609040","+41564609048","FALSE"
