ID                                  ,CODE ,EMAIL                              ,PHONE             ,FAX
630d47e2-e0bf-4daf-b7ed-68c6ef0cb14d,SGA11,info.scan-center@sg.ch             ,+41 58 229 20 52  ,+41 58 229 27 99
f4c4576c-3275-4e85-b9f0-e8e4f3aede56,VSP11,ravoberwallis@admin.vs.ch          ,+41 27 606 94 50  ,+41 27 606 94 54
855fafe6-2208-4312-8a54-4f6d3f863353,VSN11,orpsierre@admin.vs.ch              ,+41 27 606 94 00  ,+41 27 606 94 04
990f6450-9e07-438d-94ed-993154ee5dc6,VSO11,orpsion@admin.vs.ch                ,+41 27 606 93 00  ,+41 27 606 93 03
f9432162-f81b-4e85-9810-e7e9cb1e9c8d,VSM11,orpmartigny@admin.vs.ch            ,+41 27 606 92 21  ,+41 27 606 92 22
262c39fd-c5fd-4b23-ac74-60acbb8a8051,VSL11,orpmonthey@admin.vs.ch             ,+41 27 606 92 50  ,+41 27 606 92 51
52329588-caa3-47e3-b956-881c11166d60,TIA30,dfe-sdl@ti.ch                      ,+41 91 814 33 03  ,+41 91 814 44 96
a91674d6-068a-4be1-885b-5f48f3c7a72b,TIA90,dfe-sdl@ti.ch                      ,+41 91 814 33 03  ,+41 91 814 44 96
47b7c287-3f44-4c84-972d-4da1250fdf96,ZHA12,qus@vd.zh.ch                       ,+41 43 259 46 46  ,+41 43 259 46 90
a5bdbe8a-ab90-43c3-8e0d-b03a955fb8af,ZHA13,ursula.richrath@vd.zh.ch           ,+41 43 259 26 54  ,+41 43 259 51 27
42329a0a-aafe-4f6b-b9e7-84e30e679ea6,ZHA14,donato.ponzio@vd.zh.ch             ,+41 43 259 66 36  ,+41 43 259 66 39
fc101647-6813-44a0-9e88-de1b4d89ce63,ZHA15,yvonne.wechsler@vd.zh.ch           ,+41 43 259 66 42  ,+41 43 259 66 49
3dde426e-2f7d-4f97-9c30-5b5a64d7cd97,ZHA16,                                   ,+41 43 259 26 27  ,+41 43 259 51 34
99e3d3a6-1340-44a4-95ab-7b192ef48fa4,BEAF1,                                   ,+41 31 636 02 31  ,
cc1c1047-803f-4f1e-ae8c-00e97ac0672c,BEAF2,                                   ,+41 31 636 02 31  ,
fba90516-75d9-4503-95e7-6bcc25d3c6eb,BEAD1,                                   ,+41 31 636 34 60  ,
c12561e0-9edf-43f2-a75e-e4590eafaf66,BEAD2,                                   ,+41 31 636 34 60  ,
05e154ec-2f98-4657-92fe-0873906a9259,BEAG1,rav.biel@vol.be.ch                 ,+41 31 635 35 30  ,
50ce715b-675d-4fae-84f7-b343559b1130,BEAG2,rav.biel@vol.be.ch                 ,+41 31 635 35 30  ,
33dc9ab5-8b67-4a87-9e5a-d43136fa7bf0,BEA11,info.rechtsdienst@vol.be.ch        ,+41 31 633 58 41  ,031 633 58 55
5363bcd8-2b13-4c42-b8e0-11555fcb696d,BEA12,info.rechtsdienst@vol.be.ch        ,+41 31 633 58 41  ,031 633 58 55
0e822154-d006-4871-8891-20bbe611a1a4,BEA15,info.rav@vol.be.ch                 ,+41 31 633 58 50  ,
70898f9d-9544-442d-a6d9-bb58b6fd6336,BEAV1,                                   ,+41 31 636 13 22  ,
a969218f-d949-4549-a457-96d8a609ba74,BEAV2,                                   ,+41 31 636 13 22  ,
3eba48a9-20cc-41ef-aa55-c04c5bc41fcc,AGAH0,caroline.steinmann@ag.ch           ,+41 62 835 16 80  ,+41 62 835 17 29
299157ef-cc16-41a6-9b55-19dff2b44210,AGAA1,rav.zofingen@ag.ch                 ,+41 62 745 05 80  ,+41 62 745 05 75
1680d698-2b3e-4992-9e8b-193e04b84ccc,AGA91,rav.rheinfelden@ag.ch              ,+41 61 836 94 44  ,+41 61 836 94 48
e1d849ca-b87b-4244-a7eb-b9cbf04c8fc9,AGA81,rav.wohlen@ag.ch                   ,+41 56 619 50 80  ,+41 56 619 50 88
b3c1f934-e5aa-4839-88e4-0a66e1489c5a,AGA71,                                   ,+41 56 460 90 40  ,+41 56 460 90 48
c6bc270f-ae88-4744-935c-39e076fff4a6,AGA41,rav.baden@ag.ch                    ,+41 56 200 01 01  ,+41 56 200 01 00
27b81424-865b-4476-9a23-e81ac5040558,AGA31,rav.suhr@ag.ch                     ,+41 62 855 02 02  ,+41 62 855 02 00
bd1b8684-08ec-44b4-bbaa-8e5b563a524c,AGA11,urs.keller@ag.ch                   ,+41 62 835 16 80  ,+41 62 835 17 29
57ef0d96-7c9d-470b-8bc0-f2d375eaea93,AGA22,urs.schmid@ag.ch                   ,+41 62 835 16 80  ,+41 62 8835 17 29
fd54224b-e9ee-4b7f-b7c4-e35f2b567d9c,AGAI0,lam.leitung@ag.ch                  ,+41 62 835 16 80  ,+41 62 835 17 29
272ee05a-c4c8-4639-ad89-88a625dcfe6b,SHA21,rav@ktsh.ch                        ,+41 52 632 70 24  ,+41 52 632 70 23
cc9fa517-273a-425d-a600-d873ea7f0a35,TGA90,                                   ,                  ,
39ad9e7d-892a-4e2d-a21b-304e55e2642d,ZHA17,ursula.richrath@vd.zh.ch           ,+41 43 259 26 54  ,+41 43 259 51 27
ed058355-77bc-4ee7-8616-b241445eb5bc,ZHA18,ursula.richrath@vd.zh.ch           ,+41 43 259 26 54  ,+41 43 259 51 27
116cbcd7-358f-4e36-89ff-56bddba1e769,ZHA19,ursula.richrath@vd.zh.ch           ,+41 43 259 26 54  ,+41 43 259 51 27
e38a9b0b-6505-48ce-8859-644008fa1874,GEAO0,christian.ducret@etat.ge.ch        ,+41 22 546 37 26  ,+41 22 546 97 00
158e7d0a-4dae-4640-9ee7-881ec02d8522,ZHA21,ursula.richrath@vd.zh.ch           ,+41 43 259 26 54  ,+41 43 259 51 27
84efc171-69fe-4ef6-836c-f61ad8c414de,CHA50,tcrd@seco.admin.ch                 ,058 46 22991      ,
cf670b1a-06e1-4032-b1e7-cdae816e9113,GEAP0,se@etat.ge.ch                      ,+41 22 388 10 18  ,+41 22 546 97 00
15d62589-213a-4b1e-895f-1aab352e0f30,BLS00,                                   ,                  ,
22b2daae-47d5-4d69-a4fd-170c480be95b,SGS00,                                   ,                  ,
b722639c-7bd9-4815-9450-f58582ac84a5,SGS01,                                   ,                  ,
0b47f32d-95b3-45c2-aa5e-65f35f2abfcb,SGS04,                                   ,                  ,
26e5ff7d-892a-4281-8f72-df54d4ea46b7,SGS05,                                   ,                  ,
93a1357a-0bd7-4564-a2f7-acf5854c218b,AGS00,                                   ,+41 62 836 05 80  ,
1707c435-e77d-48bf-8ae8-ac27e6605642,SGS06,                                   ,                  ,
f7df3c27-97eb-4d2b-9c32-6305ebf15130,SGS07,                                   ,                  ,
31afdaea-e9ba-4fd4-a3f0-9a2100464801,BSA71,reto.frey@bs.ch                    ,+41 61 267 50 91  ,+41 61 267 50 80
174c5b10-0f9d-4c35-984a-c7dac30f3ed1,JUS00,jean-marc.veya@jura.ch             ,+41 32 420 51 42  ,+41 32 420 51 41
892c6f87-8f99-493d-ba7a-a60c678b2831,AGAJ0,pfortearbeitsmarkt@ag.ch           ,+41 62 765 95 95  ,+41 62 765 95 96
ec172397-2dd2-434d-9fb0-fdc688498e1c,AGAJ1,                                   ,                  ,
29bc23b7-4c75-4bf8-acee-7cb7abf53bc7,GEA09,valerie.riccardi@etat.ge.ch        ,+41 22 546 36 66  ,+41 22 546 97 00
7a294014-8dcf-4068-813e-1cb4ca4a7456,TIS00,dss-ussi@ti.ch                     ,+41 91 814 70 51  ,+41 91 814 70 19
39f52f7e-7ae5-49bc-9c06-0f6669524116,NEA25,orpvdt@ne.ch                       ,+41 32 889 61 50  ,+41 32 889 61 59
39dbbc0a-35ef-459d-bf27-aad9c38a17e2,VDS00,olivier.guex@aras.vd.ch            ,+41 21 632 77 20  ,+41 21 632 77 98
11e613c2-e34a-45af-84b7-18b2fc0965ad,BES00,andreas.vonwartburg@nidau.ch       ,+41 32 332 94 50  ,+41 32 332 94 59
54096fc0-46aa-4d1d-9a4f-e60e425586d9,ZHS00,armin.manser@stadt-uster.ch        ,+41 44 944 73 51  ,+41 44 941 61 27
5a16da9b-fa86-4739-9dcd-52b789358124,ZHS01,johannes.felber@dietikon.ch        ,+41 44 744 36 83  ,
5ebc1502-ecc0-432c-8de1-2057b1ccec10,BES01,sozialdienst@saanen.ch             ,033 748 92 70     ,033 748 92 75
b20092e4-5199-43b2-a8f2-eb0eabbff5a5,ZHS02,                                   ,+41 43 259 24 56  ,
eb3f3dd0-07f3-48cc-b389-1e57923d030c,SGA12,info.vdawa@sg.ch                   ,+41 58 229 35 47  ,+41 58 229 47 40
294b0c23-dc73-456c-80dc-055b1312301e,VDS01,csr.bex@vd.ch                      ,+41 24 557 27 27  ,+41 24 557 27 28
63744111-3c08-4708-9d02-974fd929f883,VDS02,csr.broye-vully@vd.ch              ,+41 26 557 30 50  ,+41 26 557 30 59
c9ac32a0-9017-49f1-971f-04ea326a0021,VDS03,alain.perreten@aras.vd.ch          ,+41 21 557 84 00  ,+41 21 557 84 01
212e6d7e-92db-4d86-9975-eaf50d157475,VDS04,claude.borgeaud@aras.vd.ch         ,+41 24 423 69 00  ,+41 24 423 69 03
c45865ac-0341-480c-80bc-5a723808f896,VDS05,antoine.steiner@aras.vd.ch         ,+41 22 365 77 00  ,+41 22 365 77 39
6000dfdb-121b-4909-9a28-24a363e9e9c7,VDS06,csr@morges.ch                      ,+41 21 804 98 98  ,+41 21 804 98 05
26f57afa-6991-49b2-8817-948fa3d8d40b,VDS07,csr@prilly.ch                      ,+41 21 316 52 57  ,+41 21 316 51 55
c91a7b03-0bb8-4f10-8b8f-db4e28bc1d32,VDS08,csrriviera@aras.vd.ch              ,+41 21 962 78 60  ,+41 21 962 78 40
8f00aa5e-0d6f-4e80-94f0-90acae55aca5,VDS09,ssl@lausanne.ch                    ,+41 21 315 11 11  ,+41 21 315 70 39
ddb9d260-ca38-4a01-97db-57deab9de681,VDS11,karin.crottaz@vd.ch                ,+41 21 316 03 86  ,+41 21 316 03 81
a59f7a2c-37f4-4b37-a1f6-cf1f51738f7a,VDS12,jean-francois.perregaux@fvp.vd.ch  ,+41 21 321 48 00  ,+41 21 321 48 01
bca425b0-fb34-4615-8458-51be7185f012,CHA40,swissemigration@eda.admin.ch       ,+41 31 322 29 03  ,+41 31 322 78 66
a238a34d-4fb5-4580-866c-b34e181726cd,SZS00,erich.rickenbacher@sz.ch           ,041 819 16 23     ,041 819 16 29
27127096-e295-46fd-995e-fd07821b87b3,GEA05,                                   ,+41 22 388 44 00  ,+41 22 388 44 70
54d3682b-3401-407b-a3cd-f849041df690,TIS01,dss-ussi.inserimentoafi-api@ti.ch  ,+41 91 814 70 51  ,+41 91 814 47 43
b7c2946b-4f6b-413d-844f-a7e8ddc69b6c,SGS08,silvia.hilber@au.ch                ,+41 71 747 02 40  ,
cb0844c3-512e-4ce2-8954-f66910d36b81,TIS02,servizio.pc@ias.ti.ch              ,+41 91 821 91 11  ,+41 91 821 92 99
5e1877ef-a260-429b-82fb-534cd302164c,BES03,kompetenzzentrum-arbeit@bern.ch    ,+41 31 321 62 72  ,
541a78b7-1416-49e3-a3ee-3905da202391,BSA42,josef.birchler@bs.ch               ,061 267 87 62     ,
b842c82f-844b-4aed-be0c-3e944a186b3a,BSA82,jobroom.rav@bs.ch                  ,+41 61 267 50 33  ,+41 61 267 50 52
aa3af9a2-1d9b-4c61-af3c-e2adafde3d76,BSA72,reto.frey@bs.ch                    ,+41 61 267 50 91  ,+41 61 267 50 80
98166388-d06e-4094-bdb4-6c82886b9f09,ZHS03,                                   ,043 336 10 80     ,
bc495378-03a4-4b4e-8d91-75a75cd8205a,AGA32,rav.suhr@ag.ch                     ,+41 62 855 02 02  ,+41 62 855 02 00
1da2e340-45e9-4dde-97fe-de0b670f8990,LUA25,                                   ,+41 41 228 32 80  ,+41 41 228 32 90
fa4d6209-afb5-4db8-b9c2-d69a9c00ef28,GES01,srp@hospicegeneral.ch              ,+41 22 420 58 58  ,+41 22 420 58 59
0ca55353-9b83-4b96-8944-65425128e158,GEHG0,valerie.riccardi@etat.ge.ch        ,+41 22 546 33 90  ,
2c6f6ad8-a1af-47ad-a7be-eedc8742eeac,AGA72,rav.brugg@ag.ch                    ,+41 56 460 90 40  ,+41 56 460 90 48
